Continent,Country,City,Name,Firm,Amenities,Price,Rating,Review
Europe,Germany,Bavaria,Hotel Sentio,,"Free parking,Free High Speed Internet (WiFi),Sauna,Breakfast buffet,Children Activities (Kid / Family Friendly),Pets Allowed ( Dog / Pet Friendly ),Meeting rooms,Fax / photocopying,WifiVending machineSpaNewspaperNon-smoking hotel,Wifi,Vending machine,Spa,Newspaper,Non-smoking hotel",,4.5,"With my wife and my 2 children We searched a room in emergency. It was around midnight and hotel was closed. We called and Someone (director may be) came back from home to open hotel just for us and we had a nice room to spend a peacefull night. This is what i call service Hotel is really nice, the staff good and breakfast delicious."
Europe,Germany,Bavaria,Zur Traube,,,,1.0,"Von dem Gefühl Gast zu sein, sich wohl zu fühlen, waren wir bei userem Besuch in der Traube weit entfernt. Abgeschoben in ein Zimmer mit Etagenbad und Etagentoilette waren wir froh als die beiden gebuchten Tage vorbei waren. Im Waschbecken ein eingeweichtes, undefinierbares Kleidungsstück, neben der Waschmaschine ein Berg schmutziger Wäsche, die Badewanne mit schwarzen Rändern, so haben wir unser Etagenbad vorgefunden. Die Reaktion unserer Beschwerde war eine flapsige Bemerkung, begleitet von einem Schulterzucken. Das Abendessen im Restaurant wurde uns von der Juniorchefin regelrecht verweigert, der Service an Unfreundlichkeit nicht zu überbieten. Einziger Lichtblick, das Frühstück war gut und wurde von einer freundlichen Seniorchefin serviert."
Europe,Germany,Bavaria,Gasthof Rose,,"Free parking,Free High Speed Internet (WiFi),Bar / lounge,Bicycle rental,Hiking,Pets Allowed ( Dog / Pet Friendly ),Shuttle bus service,Fax / photocopying,RestaurantSpecial diet menusSkiingBaggage storageNewspaperNon-smoking hotelSun terrace,Restaurant,Special diet menus,Skiing,Baggage storage,Newspaper,Non-smoking hotel,Sun terrace",,4.0,"Very nice hotel, that we have used many time for an overnight stay on our way for skiing in Austria. This time we got one of the newly renovated rooms. This room was nicely renovated in the typical Bavarian style. The restaurant is still very good and also the breakfast buffet vas nice."
Europe,Germany,Bavaria,Haus Zum Nussbaum,,,,,
Europe,Germany,Bavaria,Hotel Restaurant Zum Torkel,,"Free parking,Free High Speed Internet (WiFi),Pool,Sauna,Bar / lounge,Bicycle rental,Hiking,Kids' outdoor play equipment,Electric vehicle charging stationSecured parkingWifiPool / beach towelsOutdoor poolRestaurantBreakfast buffetKids' mealsPets Allowed ( Dog / Pet Friendly )Meeting roomsFax / photocopyingSpaMassageNewspaperNon-smoking hotelOutdoor furnitureSun loungers / beach chairsSun umbrellasDry cleaningLaundry serviceIroning serviceShoeshine,Electric vehicle charging station,Secured parking,Wifi,Pool / beach towels,Outdoor pool,Restaurant,Breakfast buffet,Kids' meals,Pets Allowed ( Dog / Pet Friendly ),Meeting rooms,Fax / photocopying,Spa,Massage,Newspaper,Non-smoking hotel,Outdoor furniture,Sun loungers / beach chairs,Sun umbrellas,Dry cleaning,Laundry service,Ironing service,Shoeshine",,4.0,"We were recommended to stay here and we thank the advisor wholeheartedly!  It is family-owned and run, one brother being in charge of the hotel operations, the other being in charge of the excellent kitchen.   It is a modern building, much extended, convenient for the railway station, close to Lake Constance and near the heart of the charming village of Nonnenhorn. The restaurant has a deserved reputation for the quality of its food so it advisable to book early to sit either inside or out. There is a good wine cellar to complement the excellent cuisine.  The only negative we found is that access for the less-able bodied visitor is inadequate. At the time of our visit there was no handrail to the steps up to the main entrance ('on its way'!) and the spiral staircase up to our"
Europe,Germany,Bavaria,Landhaus Zita,,,,,
Europe,Germany,Bavaria,Apartmenthaus Aussicht,Agoda.com,,,,
Europe,Germany,Bavaria,Vitalhotel Die Mittelburg,,"Free parking,Free High Speed Internet (WiFi),Pool,Fitness Centre with Gym / Workout Room,Bar / lounge,Conference facilities,Banquet room,Spa,WifiIndoor poolRestaurantMeeting roomsSki In / Ski OutBaggage storageNon-smoking hotelDry cleaningLaundry service,Wifi,Indoor pool,Restaurant,Meeting rooms,Ski In / Ski Out,Baggage storage,Non-smoking hotel,Dry cleaning,Laundry service",,4.5,"I was staying in this hotel for one weekend! The area is wonderful! People are very friendly and the food is delicious! The rooms are a bit small but very cozy and sweet!  I had 3 SPA procedures there: feet massage, back massage and face beautifying. The masseuse is amazing and very friendly and professional! My stay was very nice and pleasant! "
Europe,Russia,Southern District,101 Tur,,,,,
Europe,Spain,Basque Country,Hostal Fernando,,,,,
Europe,Spain,Balearic Islands,Globales Simar,,"Wifi,Pool,Free breakfast,Beach,Hiking,Children Activities (Kid / Family Friendly),Airport transportation,Fax / photocopying,Pool / beach towelsOutdoor poolBar / loungeRestaurantBreakfast availableBreakfast buffetSnack barPoolside barBilliardsEntertainment staffEvening entertainmentTable tennisNightclub / DJCar hireRooftop terraceBaggage storageConciergeCurrency exchangeSun loungers / beach chairsSun terraceSun umbrellas24-hour front desk,Pool / beach towels,Outdoor pool,Bar / lounge,Restaurant,Breakfast available,Breakfast buffet,Snack bar,Poolside bar,Billiards,Entertainment staff,Evening entertainment,Table tennis,Nightclub / DJ,Car hire,Rooftop terrace,Baggage storage,Concierge,Currency exchange,Sun loungers / beach chairs,Sun terrace,Sun umbrellas,24-hour front desk",,4.0,"We have been to the simar 4 times now  it only gets better ,the staff work really hard ,food is excilent  ,such a great quite hotel  Excilent all round  The pool is always kept very clean    The entertainment at night  Not the greatest  We will go back again 👍"
Europe,Spain,Balearic Islands,Alla Dins,,"Pool,Bar / lounge,Restaurant,Children Activities (Kid / Family Friendly),Shuttle bus service,Concierge,Non-smoking hotel,",,3.0,We arrived at this hotel after booking with the owner miguel over phone and email. When we arrived there last wednesday the place was boarded up and looked derelict! There was nobody there to help us and there wasnt even water in the pools!  Its a good job we hired a car as its in the middle of nowhere and had we got a taxi there we would have had nowhere to go!!. In the end had to get a room in a nearby hotel instead!  Holiday ruiner. 
Europe,Germany,Bavaria,Zeitwohnhaus Suite Hotel & Serviced Apartments,,"Electric vehicle charging station,Free High Speed Internet (WiFi),Breakfast buffet,Bicycle rental,Children's television networks,Pets Allowed ( Dog / Pet Friendly ),Business Centre with Internet Access,Fax / photocopying,Paid private parking on-siteParkingWifiSnack barSpecial diet menusVending machineBaggage storageConvenience storeCurrency exchangeNewspaperNon-smoking hotelExpress check-in / check-outDry cleaningLaundry serviceIroning serviceShoeshine,Paid private parking on-site,Parking,Wifi,Snack bar,Special diet menus,Vending machine,Baggage storage,Convenience store,Currency exchange,Newspaper,Non-smoking hotel,Express check-in / check-out,Dry cleaning,Laundry service,Ironing service,Shoeshine",,4.5,"I spent three nights in this hotel for the first time and I was so pleased with it.  Completely renovated, my room was neat, clean, perfect ! Great location, close to town and the breakfast buffet was wonderful. Front desk service so friendly.  I recommend this hotel you won’t be disappointed as I was many times at NH paying more and getting less.  "
Europe,Germany,Bavaria,NH Erlangen,,"Parking,Free High Speed Internet (WiFi),Sauna,Bar / lounge,Pets Allowed ( Dog / Pet Friendly ),Business Centre with Internet Access,Conference facilities,Non-smoking hotel,WifiRestaurantBreakfast availableBreakfast buffetBanquet roomMeeting roomsDry cleaningLaundry service,Wifi,Restaurant,Breakfast available,Breakfast buffet,Banquet room,Meeting rooms,Dry cleaning,Laundry service",,4.0,The rooms are comparatively bigger than the other hotels. Their service was very good. The breakfast spread was good too. The location is very near to the town center and train station. All the shops and restaurants are in pretty much walk-able distance.
Europe,Germany,Bavaria,Apartmenthaus B34,,,,3.0,"Our host was excellent, he was in touch with us a number of times prior to our arrival. We booked the apartment as our schedule had us in Erlangen for four nights at the end of our European holiday. The apartment was spacious, and renovated on a budget, clean and tidy and otherwise appealing, however the primary function of the accommodation is to get a good nights sleep and that wasn't going to happen. The bed was substandard in that it was saggy and lacked support. There was a street light also directly outside our window and the curtains did little to block the light. If you're driving, parking is rare in this inner city location. Our host was going to arrange a parking permit, however we checked out after the first night. These things could easily be addressed by the host,"
Europe,Russia,Southern District,Guest house On Novorossiyskaya 8,Booking.com,,,,
Europe,Spain,Cantabria,El Muelle de Suances,,"Free High Speed Internet (WiFi),Hot bath,Sauna,Bar / lounge,Beach,Diving,Banquet room,Meeting rooms,WifiRestaurantBreakfast buffetBreakfast in the roomVending machineWindsurfingFishingFax / photocopyingSpaHammamMassageBaggage storageConciergeNon-smoking hotelExpress check-in / check-outLaundry serviceIroning service,Wifi,Restaurant,Breakfast buffet,Breakfast in the room,Vending machine,Windsurfing,Fishing,Fax / photocopying,Spa,Hammam,Massage,Baggage storage,Concierge,Non-smoking hotel,Express check-in / check-out,Laundry service,Ironing service",,4.0,"Nice hotel with a great location near the beach and with lots of restaurants near by. With nice family rooms and big beds... Good breakfast with fresh fruits, different breads and juice. The hotel restaurant is nice too"
Europe,Spain,Canary Islands,Club Montecastillo,,"Free parking,Pool,Outdoor pool,Fitness Centre with Gym / Workout Room,Bar / lounge,Babysitting,Children Activities (Kid / Family Friendly),Laundry service,RestaurantPoolside bar,Restaurant,Poolside bar",,3.5,"We stayed at a very nice, fully equipped bungalow Club Montecastillo. The pool was 10 steps from the back door/patio. Peace and quiet if you want it, with bars and restaurants 3 minutes walk away. A bigger selection of bars, restaurants and nightlife can be found just 15 minutes walk away in the town. "
Europe,Spain,Canary Islands,Castillo Mar,,"Free public parking nearby,Street parking,Free High Speed Internet (WiFi),Pool,Complimentary tea,Children's television networks,Kids pool,Non-smoking hotel,WifiAdult poolOutdoor poolComplimentary welcome drinkHighchairs available,Wifi,Adult pool,Outdoor pool,Complimentary welcome drink,Highchairs available",,4.5,We stayed at Apartment 129 for five nights in March and had an excellent time. We have stayed in one of Carmel’s other apartments before and it too was lovely. The apartment was spotless and is really nice and finished to a high standard. All the furniture and soft furnishings are new. The bed is super comfy and there are plenty towels and beach towels as well. There is also plenty of storage. The welcome pack was a lovely touch. We noticed some other apartments had their own sun-loungers on their patio and this would have been a nice addition to the apartment. We really enjoyed our stay. Thanks again.
Europe,Spain,Canary Islands,Casa El Sitio Jaifa,,,,,
Europe,Spain,Canary Islands,Piedra Blanca,,,,,
Europe,Germany,Bavaria,Hotel Smart-Inn,,"Free parking,Free High Speed Internet (WiFi),Breakfast buffet,Bicycle rental,Hiking,Fax / photocopying,Solarium,Non-smoking hotel,ParkingWifiVending machineSun terraceExpress check-in / check-outLaundry service,Parking,Wifi,Vending machine,Sun terrace,Express check-in / check-out,Laundry service",,4.0,"Stayed as a family of 2 adults and a 10 year old. Friendly reception. The rooms are without elevator so avoid heavy luggage, otherwise very neat common areas with cosy seating options outside the rooms. The room was spacious and clean, neutral but cosy decor, comfortable bedding (real single bed for our son). Very small bathroom but clean with enough towels for our needs. Breakfast was plenty of a good selection of items. Stayed one night. Would definitely recommend and visit again."
